Frame,CoMx,CoMy,CoMz
1558,0.200494,-3.797979,1.238957
1559,0.196814,-3.800492,1.236553
1560,0.192684,-3.80347,1.233945
1561,0.187603,-3.806729,1.231261
1562,0.182034,-3.810358,1.228492
1563,0.176082,-3.814064,1.225689
1564,0.170314,-3.817724,1.222932
1565,0.164621,-3.821202,1.220294
1566,0.158756,-3.824523,1.217748
1567,0.152876,-3.827911,1.215543
1568,0.14704,-3.831169,1.213545
1569,0.141276,-3.8346,1.211673
1570,0.135519,-3.838081,1.20996
1571,0.12992,-3.841459,1.208402
1572,0.12441,-3.844672,1.206898
1573,0.11895,-3.847654,1.205475
1574,0.113525,-3.850338,1.204106
1575,0.108057,-3.852858,1.202736
1576,0.102625,-3.85519,1.201426
1577,0.097415,-3.85699,1.200245
1578,0.092672,-3.858463,1.199202
1579,0.088193,-3.859674,1.198278
1580,0.083785,-3.860683,1.197436
1581,0.07951,-3.861591,1.196668
1582,0.075233,-3.862488,1.196057
1583,0.070908,-3.862837,1.19547
1584,0.066951,-3.863237,1.19496
1585,0.063323,-3.863353,1.194673
1586,0.059771,-3.863284,1.194551
1587,0.055997,-3.863087,1.194658
1588,0.051993,-3.862595,1.195035
1589,0.047678,-3.862086,1.195534
1590,0.043085,-3.861726,1.195966
1591,0.038579,-3.861303,1.196457
1592,0.034312,-3.860735,1.196998
1593,0.030165,-3.860022,1.197699
1594,0.026043,-3.859189,1.198584
1595,0.021701,-3.858192,1.199568
1596,0.017311,-3.857137,1.200711
1597,0.012847,-3.855853,1.20194
1598,0.008317,-3.854218,1.203138
1599,0.003904,-3.852772,1.204316
1600,-0.00041,-3.851504,1.205432
1601,-0.00477,-3.850517,1.206405
1602,-0.009092,-3.84963,1.207551
1603,-0.013399,-3.848656,1.20905
1604,-0.017782,-3.84754,1.210805
1605,-0.021898,-3.846104,1.212821
1606,-0.025708,-3.84438,1.214982
1607,-0.029458,-3.842505,1.217224
1608,-0.0335,-3.840601,1.219523
1609,-0.03735,-3.838876,1.2218
1610,-0.040861,-3.837105,1.223982
1611,-0.044028,-3.835263,1.226127
1612,-0.046387,-3.83317,1.228508
1613,-0.048289,-3.830875,1.231148
1614,-0.049937,-3.828044,1.233952
1615,-0.051734,-3.825228,1.236882
1616,-0.053296,-3.822258,1.239855
1617,-0.054505,-3.818316,1.242874
1618,-0.055751,-3.814993,1.245969
1619,-0.056794,-3.811595,1.249189
1620,-0.058186,-3.808305,1.252404
1621,-0.059974,-3.805047,1.255691
1622,-0.061867,-3.801579,1.259007
1623,-0.064046,-3.797879,1.262382
1624,-0.066762,-3.794407,1.265924
1625,-0.069588,-3.791119,1.269586
1626,-0.07254,-3.788298,1.273493
1627,-0.075666,-3.785932,1.277606
1628,-0.079038,-3.784081,1.28186
1629,-0.082602,-3.782921,1.286265
1630,-0.086324,-3.782547,1.290811
1631,-0.090145,-3.782819,1.295541
1632,-0.094132,-3.78377,1.300272
1633,-0.098182,-3.785153,1.305205
1634,-0.102252,-3.786841,1.310272
1635,-0.10634,-3.788679,1.315234
1636,-0.11019,-3.789475,1.320288
1637,-0.114287,-3.791017,1.325481
1638,-0.118611,-3.793365,1.331117
1639,-0.123042,-3.796047,1.336899
1640,-0.127528,-3.798936,1.342165
1641,-0.131115,-3.800554,1.34757
1642,-0.13457,-3.802219,1.353127
1643,-0.138211,-3.804578,1.358856
1644,-0.142696,-3.808281,1.365315
1645,-0.147404,-3.812325,1.371861
1646,-0.152343,-3.816756,1.377391
1647,-0.155773,-3.81977,1.382953
1648,-0.15714,-3.821037,1.388553
1649,-0.160087,-3.824664,1.394253
1650,-0.164228,-3.82945,1.401452
1651,-0.168813,-3.834539,1.40889
1652,-0.173622,-3.839947,1.416454
1653,-0.178601,-3.845712,1.421694
1654,-0.178696,-3.845521,1.427104
1655,-0.183244,-3.8508,1.4347
1656,-0.188081,-3.856587,1.442482
1657,-0.193131,-3.862731,1.450437
1658,-0.198292,-3.869128,1.458588
1659,-0.203501,-3.875737,1.466876
1660,-0.20875,-3.882545,1.475295
1661,-0.214012,-3.889539,1.483819
1662,-0.219286,-3.896702,1.492396
1663,-0.224618,-3.904097,1.494349
1664,-0.2299,-3.911488,1.502274
1665,-0.235163,-3.918969,1.510207
1666,-0.240424,-3.926577,1.518161
1667,-0.245676,-3.93431,1.526137
1668,-0.250935,-3.942206,1.534171
1669,-0.256164,-3.950127,1.542302
1670,-0.261561,-3.957868,1.550171
1671,-0.267033,-3.965669,1.557851
1672,-0.272153,-3.973231,1.565674
1673,-0.277135,-3.980812,1.573544
1674,-0.282009,-3.988313,1.581399
1675,-0.286793,-3.995803,1.589137
1676,-0.291594,-4.003401,1.59653
1677,-0.296398,-4.011099,1.603608
1678,-0.301196,-4.018698,1.610561
1679,-0.306099,-4.026265,1.617283
1680,-0.311055,-4.033843,1.623762
1681,-0.316035,-4.041423,1.630031
1682,-0.321016,-4.048992,1.636094
1683,-0.326006,-4.056551,1.641917
1684,-0.331057,-4.06409,1.647555
1685,-0.336164,-4.071606,1.653036
1686,-0.341309,-4.079119,1.658346
1687,-0.34655,-4.086758,1.663559
1688,-0.351817,-4.094299,1.668538
1689,-0.35713,-4.101795,1.673375
1690,-0.362478,-4.109274,1.678085
1691,-0.367839,-4.116744,1.682661
1692,-0.373206,-4.124204,1.687092
1693,-0.378601,-4.131631,1.691393
1694,-0.384006,-4.139001,1.69558
1695,-0.389417,-4.146301,1.699664
1696,-0.394822,-4.153544,1.703647
1697,-0.400225,-4.160752,1.707521
1698,-0.405624,-4.167932,1.711266
1699,-0.41103,-4.175086,1.714852
1700,-0.416448,-4.182199,1.71827
1701,-0.421895,-4.189258,1.721537
1702,-0.427375,-4.196286,1.724669
1703,-0.432857,-4.203251,1.727654
1704,-0.438328,-4.210179,1.730486
1705,-0.44383,-4.2171,1.733179
1706,-0.44938,-4.223976,1.735759
1707,-0.454959,-4.230866,1.738212
1708,-0.460563,-4.237752,1.740563
1709,-0.466173,-4.244676,1.742787
1710,-0.471818,-4.251605,1.744896
1711,-0.477552,-4.2587,1.746926
1712,-0.483328,-4.265723,1.748767
1713,-0.489174,-4.272755,1.750462
1714,-0.495038,-4.279748,1.751991
1715,-0.500915,-4.286717,1.753361
1716,-0.506803,-4.293682,1.754565
1717,-0.512725,-4.300603,1.755626
1718,-0.518667,-4.307525,1.75654
1719,-0.524612,-4.314453,1.757276
1720,-0.530561,-4.321362,1.757848
1721,-0.536486,-4.328259,1.758258
1722,-0.542365,-4.335192,1.758475
1723,-0.548255,-4.342131,1.758508
1724,-0.554152,-4.349078,1.758366
1725,-0.560049,-4.356043,1.758057
1726,-0.565946,-4.363039,1.757596
1727,-0.571845,-4.370051,1.756977
1728,-0.577754,-4.37707,1.756195
1729,-0.583695,-4.384097,1.755263
1730,-0.589656,-4.391119,1.75418
1731,-0.595615,-4.398142,1.752939
1732,-0.601566,-4.405176,1.751548
1733,-0.60753,-4.412225,1.750016
1734,-0.613507,-4.419252,1.748328
1735,-0.619522,-4.426359,1.746527
1736,-0.625481,-4.433379,1.744541
1737,-0.631408,-4.440375,1.742399
1738,-0.637331,-4.447349,1.740129
1739,-0.643236,-4.45429,1.737745
1740,-0.649151,-4.461201,1.735272
1741,-0.655059,-4.468062,1.732722
1742,-0.660973,-4.47487,1.730154
1743,-0.666888,-4.481634,1.727606
1744,-0.672771,-4.488361,1.691398
1745,-0.678641,-4.495047,1.672579
1746,-0.684532,-4.501688,1.65936
1747,-0.690423,-4.508215,1.648654
1748,-0.696298,-4.514659,1.639306
1749,-0.702164,-4.520885,1.630797
1750,-0.707997,-4.526876,1.622914
1751,-0.713781,-4.532695,1.615581
1752,-0.719453,-4.538373,1.609064
1753,-0.725045,-4.544013,1.602522
1754,-0.730527,-4.549597,1.596328
1755,-0.735933,-4.555038,1.590448
1756,-0.741257,-4.56034,1.584898
1757,-0.746462,-4.565535,1.579619
1758,-0.751536,-4.570617,1.574489
1759,-0.756623,-4.575677,1.569361
1760,-0.761679,-4.580475,1.564197
1761,-0.766726,-4.58513,1.559071
1762,-0.771765,-4.589601,1.553973
1763,-0.776727,-4.59388,1.548899
1764,-0.779374,-4.589606,1.54391
1765,-0.783844,-4.592806,1.539114
1766,-0.787786,-4.593984,1.533592
1767,-0.792101,-4.595795,1.529328
1768,-0.796493,-4.59657,1.525204
1769,-0.801086,-4.598253,1.521256
1770,-0.805415,-4.59809,1.51596
1771,-0.809995,-4.599979,1.512442
1772,-0.814513,-4.600991,1.50903
1773,-0.819216,-4.602514,1.505678
1774,-0.823837,-4.603742,1.502333
1775,-0.828328,-4.604493,1.498995
1776,-0.832667,-4.604704,1.495707
1777,-0.836885,-4.604765,1.490958
1778,-0.841045,-4.604225,1.487785
1779,-0.845113,-4.603396,1.483015
1780,-0.849063,-4.602129,1.479743
1781,-0.852856,-4.600737,1.476367
1782,-0.856546,-4.598861,1.47302
1783,-0.860126,-4.596707,1.470138
1784,-0.863682,-4.593998,1.465561
1785,-0.867243,-4.590684,1.460944
1786,-0.87083,-4.586925,1.456331
1787,-0.874498,-4.58292,1.451775
1788,-0.878297,-4.5787,1.447294
1789,-0.882251,-4.574336,1.44288
1790,-0.886336,-4.569861,1.438523
1791,-0.890552,-4.5653,1.434201
1792,-0.894927,-4.560693,1.429981
1793,-0.899492,-4.556092,1.425994
1794,-0.904162,-4.551501,1.422261
1795,-0.908814,-4.546994,1.418762
1796,-0.913463,-4.542682,1.415415
1797,-0.917841,-4.538486,1.412205
1798,-0.922155,-4.534314,1.409118
1799,-0.926537,-4.530077,1.406102
1800,-0.930866,-4.525722,1.403136
1801,-0.935168,-4.521594,1.400209
1802,-0.939239,-4.517609,1.397316
1803,-0.943138,-4.513767,1.394514
1804,-0.946938,-4.50998,1.391901
1805,-0.950684,-4.50612,1.392829
1806,-0.95436,-4.502164,1.392991
1807,-0.958014,-4.498333,1.3929
1808,-0.961636,-4.494631,1.392618
1809,-0.965354,-4.491202,1.392299
1810,-0.969208,-4.488034,1.39202
1811,-0.973181,-4.485011,1.401634
1812,-0.978412,-4.480808,1.402666
1813,-0.981716,-4.475355,1.403781
1814,-0.985002,-4.469412,1.404887
1815,-0.988258,-4.462944,1.405951
1816,-0.991522,-4.455977,1.406867
1817,-0.99467,-4.448532,1.407644
1818,-0.997756,-4.44079,1.408407
1819,-1.000804,-4.433051,1.40921
1820,-1.003518,-4.424804,1.410149
1821,-1.006233,-4.416577,1.411287
1822,-1.008838,-4.408438,1.412588
1823,-1.011292,-4.401122,1.413934
1824,-1.013492,-4.392441,1.41532
1825,-1.015874,-4.383521,1.416775
1826,-1.018493,-4.374678,1.418254
1827,-1.021149,-4.365564,1.419875
1828,-1.023769,-4.356298,1.421705
1829,-1.026374,-4.347076,1.423698
1830,-1.029004,-4.337297,1.425826
1831,-1.031814,-4.32758,1.428141
1832,-1.034515,-4.317306,1.430445
1833,-1.037269,-4.307159,1.432694
1834,-1.040288,-4.297655,1.435102
1835,-1.043615,-4.287197,1.437685
1836,-1.047891,-4.278558,1.440339
1837,-1.051934,-4.268107,1.443008
1838,-1.05593,-4.257137,1.445604
1839,-1.060005,-4.245797,1.448189
1840,-1.064082,-4.233885,1.450945
1841,-1.068894,-4.223362,1.453954
1842,-1.074483,-4.214358,1.457151
1843,-1.078901,-4.202427,1.460378
1844,-1.084024,-4.192304,1.463579
1845,-1.088386,-4.180083,1.466798
1846,-1.092837,-4.168256,1.470191
1847,-1.096727,-4.154752,1.474202
1848,-1.100516,-4.140536,1.478526
1849,-1.104269,-4.125688,1.483043
1850,-1.108021,-4.110339,1.4877
1851,-1.111792,-4.09456,1.491805
1852,-1.115897,-4.080344,1.496041
1853,-1.119878,-4.065918,1.500444
1854,-1.123592,-4.049403,1.50575
1855,-1.127325,-4.032432,1.511326
1856,-1.131021,-4.015077,1.515992
1857,-1.134697,-3.99741,1.521789
1858,-1.138363,-3.979466,1.527649
1859,-1.142058,-3.961156,1.532062
1860,-1.147265,-3.960087,1.537868
1861,-1.151357,-3.943609,1.543746
1862,-1.155352,-3.926479,1.549754
1863,-1.159248,-3.908971,1.555214
1864,-1.163569,-3.899321,1.561187
1865,-1.167437,-3.886169,1.567616
1866,-1.171084,-3.872694,1.573864
1867,-1.174801,-3.866574,1.580092
1868,-1.178216,-3.856764,1.586335
1869,-1.181737,-3.846463,1.592944
1870,-1.185464,-3.834746,1.599672
1871,-1.189351,-3.821695,1.605611
1872,-1.193261,-3.807656,1.612322
1873,-1.197144,-3.792685,1.619098
1874,-1.200993,-3.777077,1.625908
1875,-1.204789,-3.761022,1.63272
1876,-1.208542,-3.744631,1.63955
1877,-1.212226,-3.727957,1.646399
1878,-1.215871,-3.711003,1.653237
1879,-1.219058,-3.705919,1.656106
1880,-1.222619,-3.690636,1.662479
1881,-1.226121,-3.674931,1.668841
1882,-1.229545,-3.658936,1.675182
1883,-1.232917,-3.642703,1.681509
1884,-1.236253,-3.626334,1.687847
1885,-1.239594,-3.609883,1.694218
1886,-1.242938,-3.593317,1.700594
1887,-1.246257,-3.576657,1.706957
1888,-1.249598,-3.559914,1.71333
1889,-1.253007,-3.543047,1.719715
1890,-1.256486,-3.526042,1.726124
1891,-1.260036,-3.508871,1.732583
1892,-1.26368,-3.491603,1.739114
1893,-1.267424,-3.474268,1.7457
1894,-1.271257,-3.456836,1.752315
1895,-1.275132,-3.439309,1.758933
1896,-1.279035,-3.421718,1.765552
1897,-1.282968,-3.404076,1.772149
1898,-1.286923,-3.386396,1.778694
1899,-1.290886,-3.368712,1.785182
1900,-1.29484,-3.35102,1.791616
1901,-1.298782,-3.333316,1.797983
1902,-1.302716,-3.315574,1.804283
1903,-1.30671,-3.297639,1.810584
1904,-1.310683,-3.279762,1.816738
1905,-1.314657,-3.261815,1.822757
1906,-1.318642,-3.24383,1.828628
1907,-1.322629,-3.225833,1.83435
1908,-1.326594,-3.207832,1.839912
1909,-1.330519,-3.189827,1.8453
1910,-1.334413,-3.17184,1.850517
1911,-1.338297,-3.153857,1.855569
1912,-1.342179,-3.135871,1.860461
1913,-1.346056,-3.117902,1.865195
1914,-1.349941,-3.099962,1.869778
1915,-1.353837,-3.082052,1.874221
1916,-1.357741,-3.064132,1.87852
1917,-1.361676,-3.046195,1.882684
1918,-1.365635,-3.02821,1.886709
1919,-1.369605,-3.010187,1.890591
1920,-1.373614,-2.992126,1.894342
1921,-1.377663,-2.974031,1.897965
1922,-1.381719,-2.955911,1.901453
1923,-1.385792,-2.937753,1.904818
1924,-1.389882,-2.919578,1.908092
1925,-1.393981,-2.901356,1.911283
1926,-1.398089,-2.883091,1.914363
1927,-1.402259,-2.864587,1.917384
1928,-1.406407,-2.846233,1.920225
1929,-1.410557,-2.827894,1.922926
1930,-1.414708,-2.809561,1.925477
1931,-1.418861,-2.791234,1.927878
1932,-1.423026,-2.772915,1.930117
1933,-1.427204,-2.75461,1.932195
1934,-1.431369,-2.736304,1.934123
1935,-1.435527,-2.718014,1.935872
1936,-1.439667,-2.699741,1.937438
1937,-1.443764,-2.681474,1.938823
1938,-1.44783,-2.663209,1.940033
1939,-1.451875,-2.644942,1.941061
1940,-1.455905,-2.626681,1.941898
1941,-1.459881,-2.608428,1.942538
1942,-1.463814,-2.590181,1.943013
1943,-1.467753,-2.571965,1.943314
1944,-1.471674,-2.55374,1.943448
1945,-1.475573,-2.535505,1.943409
1946,-1.479462,-2.517262,1.94321
1947,-1.483355,-2.49899,1.942869
1948,-1.487243,-2.480706,1.942396
1949,-1.491129,-2.462439,1.941814
1950,-1.495018,-2.444207,1.941118
1951,-1.498899,-2.42574,1.940404
1952,-1.502782,-2.407497,1.939555
1953,-1.506693,-2.389311,1.938596
1954,-1.51063,-2.371161,1.937522
1955,-1.514593,-2.353006,1.936319
1956,-1.518576,-2.334813,1.935038
1957,-1.522578,-2.316612,1.933677
1958,-1.526583,-2.2984,1.932247
1959,-1.530565,-2.280188,1.930731
1960,-1.534552,-2.261967,1.929139
1961,-1.538568,-2.243785,1.927488
1962,-1.542636,-2.22563,1.925767
1963,-1.546734,-2.207493,1.923965
1964,-1.550845,-2.189374,1.922043
1965,-1.554955,-2.171244,1.919989
1966,-1.559062,-2.153102,1.917793
1967,-1.563174,-2.134985,1.915448
1968,-1.567289,-2.116896,1.91299
1969,-1.571411,-2.098852,1.910401
1970,-1.575526,-2.080778,1.907671
1971,-1.579634,-2.06271,1.904777
1972,-1.583735,-2.044645,1.901756
1973,-1.587841,-2.026639,1.898616
1974,-1.591911,-2.00866,1.895343
1975,-1.595971,-1.990428,1.892029
1976,-1.599989,-1.972421,1.888537
1977,-1.603989,-1.95442,1.884892
1978,-1.608009,-1.936439,1.881078
1979,-1.612051,-1.918457,1.877165
1980,-1.616098,-1.90053,1.87313
1981,-1.620161,-1.882652,1.86896
1982,-1.624237,-1.864797,1.864677
1983,-1.628353,-1.84698,1.860281
1984,-1.632516,-1.829204,1.85574
1985,-1.636753,-1.811428,1.851083
1986,-1.641022,-1.793661,1.846306
1987,-1.645321,-1.775884,1.841412
1988,-1.649663,-1.758101,1.836389
1989,-1.65403,-1.740275,1.831266
1990,-1.658434,-1.722444,1.826043
1991,-1.662894,-1.704643,1.820716
1992,-1.667359,-1.686876,1.815292
1993,-1.671798,-1.669148,1.809769
1994,-1.676207,-1.651408,1.804192
1995,-1.680643,-1.633746,1.798498
1996,-1.68508,-1.616146,1.792716
1997,-1.689523,-1.598616,1.786832
1998,-1.693948,-1.581156,1.780832
1999,-1.698328,-1.563565,1.774751
2000,-1.702685,-1.546224,1.768498
2001,-1.707014,-1.528954,1.762133
2002,-1.711353,-1.51172,1.75564
2003,-1.715732,-1.494513,1.749007
2004,-1.720142,-1.477349,1.742212
2005,-1.724553,-1.460217,1.735293
2006,-1.728912,-1.443091,1.728272
2007,-1.73325,-1.426007,1.721145
2008,-1.737598,-1.409003,1.713915
2009,-1.741964,-1.39203,1.706587
2010,-1.746345,-1.375091,1.6991
2011,-1.750733,-1.358185,1.691495
2012,-1.75512,-1.341385,1.68609
2013,-1.759518,-1.324685,1.678672
2014,-1.763925,-1.308114,1.671221
2015,-1.76837,-1.291738,1.670581
2016,-1.772836,-1.275593,1.667703
2017,-1.777341,-1.259695,1.664101
2018,-1.781846,-1.244091,1.660316
2019,-1.786326,-1.228778,1.656667
2020,-1.79078,-1.213758,1.653256
2021,-1.795211,-1.198966,1.649966
2022,-1.799722,-1.184305,1.646932
2023,-1.804279,-1.169758,1.644107
2024,-1.80881,-1.155568,1.641336
2025,-1.81327,-1.141688,1.638609
2026,-1.817781,-1.128108,1.636186
2027,-1.822273,-1.114775,1.634074
2028,-1.826641,-1.101572,1.632054
2029,-1.830913,-1.08846,1.63008
2030,-1.835147,-1.075451,1.628246
2031,-1.839377,-1.062512,1.626559
2032,-1.843554,-1.049679,1.624882
2033,-1.847695,-1.036921,1.62321
2034,-1.851809,-1.024226,1.618748
2035,-1.855944,-1.011684,1.617543
2036,-1.860028,-0.999316,1.616483
2037,-1.861354,-0.995163,1.612173
2038,-1.863891,-0.987747,1.607698
2039,-1.867978,-0.976037,1.603
2040,-1.87214,-0.964392,1.598231
2041,-1.876345,-0.952868,1.599362
2042,-1.880512,-0.941577,1.600096
2043,-1.884611,-0.930767,1.596214
2044,-1.888801,-0.920268,1.597097
2045,-1.893104,-0.910081,1.597174
2046,-1.897675,-0.900223,1.597035
2047,-1.902509,-0.891028,1.596805
2048,-1.907716,-0.881881,1.596716
2049,-1.913479,-0.872789,1.597547
2050,-1.920066,-0.864099,1.59799
2051,-1.92692,-0.855086,1.598619
2052,-1.934048,-0.846953,1.599447
2053,-1.941315,-0.839805,1.600365
2054,-1.948653,-0.833785,1.602202
2055,-1.955869,-0.828598,1.603758
2056,-1.963104,-0.823885,1.604987
2057,-1.970417,-0.819795,1.605855
2058,-1.977703,-0.81618,1.606635
2059,-1.984994,-0.812705,1.607428
2060,-1.992304,-0.809002,1.608304
2061,-1.999766,-0.804769,1.60943
2062,-2.00582,-0.799267,1.610746
2063,-2.013438,-0.794191,1.61224
2064,-2.020655,-0.789276,1.614025
2065,-2.028115,-0.784093,1.616193
2066,-2.035867,-0.778589,1.618454
2067,-2.043625,-0.773061,1.620624
2068,-2.051385,-0.768264,1.622305
2069,-2.05903,-0.763684,1.6245
2070,-2.066551,-0.759201,1.626785
2071,-2.074132,-0.754907,1.629391
2072,-2.081884,-0.751065,1.632266
2073,-2.089782,-0.74762,1.635364
2074,-2.097899,-0.744603,1.638669
2075,-2.106307,-0.741871,1.642179
2076,-2.115357,-0.739442,1.645865
2077,-2.12504,-0.737195,1.649638
2078,-2.13524,-0.735048,1.653585
2079,-2.145383,-0.732975,1.657716
2080,-2.155783,-0.730752,1.661989
2081,-2.166048,-0.728414,1.666397
2082,-2.17587,-0.725873,1.670882
2083,-2.185074,-0.72295,1.675433
2084,-2.19359,-0.719767,1.68004
2085,-2.201513,-0.71621,1.684696
2086,-2.208663,-0.712169,1.689378
2087,-2.214642,-0.707463,1.694089
2088,-2.219548,-0.702039,1.698907
2089,-2.223684,-0.695569,1.703887
2090,-2.227607,-0.68846,1.708768
2091,-2.231681,-0.681692,1.713763
2092,-2.235548,-0.674835,1.718629
2093,-2.238831,-0.667768,1.723421
2094,-2.242008,-0.661007,1.728205
2095,-2.245103,-0.653969,1.732942
2096,-2.247643,-0.646191,1.737709
2097,-2.249882,-0.637581,1.74241
2098,-2.251827,-0.62816,1.747074
2099,-2.254117,-0.619226,1.751783
2100,-2.256847,-0.611109,1.756596
2101,-2.260085,-0.603462,1.761279
2102,-2.263494,-0.595774,1.766041
2103,-2.267207,-0.588396,1.770948
2104,-2.271193,-0.581183,1.775932
2105,-2.275227,-0.573792,1.78079
2106,-2.279394,-0.566684,1.785646
2107,-2.283235,-0.559818,1.786666
2108,-2.286413,-0.553354,1.791073
2109,-2.289046,-0.547486,1.795476
2110,-2.290936,-0.542098,1.800043
2111,-2.292713,-0.537518,1.804614
2112,-2.294439,-0.533402,1.809151
2113,-2.296524,-0.529891,1.81387
2114,-2.299203,-0.526825,1.818963
2115,-2.302372,-0.524124,1.82443
2116,-2.305977,-0.521756,1.830007
2117,-2.309846,-0.519619,1.836071
2118,-2.313955,-0.517696,1.841837
2119,-2.31745,-0.515676,1.847539
2120,-2.3216,-0.514368,1.854191
2121,-2.325903,-0.513227,1.861123
2122,-2.330321,-0.512237,1.868323
2123,-2.334837,-0.511387,1.875754
2124,-2.339453,-0.51063,1.883401
2125,-2.344163,-0.510035,1.888002
2126,-2.34755,-0.508639,1.89254
2127,-2.352233,-0.508588,1.900109
2128,-2.356969,-0.508635,1.907929
2129,-2.361724,-0.508768,1.915873
2130,-2.366496,-0.508999,1.923895
2131,-2.371276,-0.509366,1.926243
2132,-2.375997,-0.50988,1.933703
2133,-2.380741,-0.510461,1.935246
2134,-2.385464,-0.511176,1.942169
2135,-2.390088,-0.512033,1.949097
2136,-2.394695,-0.512979,1.956037
2137,-2.399293,-0.514009,1.963017
2138,-2.403844,-0.515099,1.970001
2139,-2.40838,-0.516236,1.976957
2140,-2.412919,-0.517409,1.983918
2141,-2.417434,-0.518639,1.990842
2142,-2.421942,-0.519898,1.997695
2143,-2.426497,-0.521234,2.004534
2144,-2.430968,-0.522565,2.011241
2145,-2.435403,-0.523977,2.01783
2146,-2.439791,-0.525485,2.024411
2147,-2.444151,-0.526902,2.030781
2148,-2.448477,-0.528175,2.036952
2149,-2.452687,-0.52927,2.043252
2150,-2.456873,-0.530446,2.049541
2151,-2.460995,-0.531837,2.05558
2152,-2.46511,-0.533341,2.061376
2153,-2.469313,-0.534822,2.066948
2154,-2.473604,-0.536341,2.072286
2155,-2.477922,-0.537905,2.077423
2156,-2.482302,-0.539521,2.082341
2157,-2.486718,-0.541174,2.087083
2158,-2.491169,-0.542879,2.091655
2159,-2.49567,-0.544632,2.09608
2160,-2.500213,-0.546403,2.100364
2161,-2.504795,-0.548191,2.104499
2162,-2.509423,-0.549991,2.108485
2163,-2.514079,-0.5518,2.112326
2164,-2.518751,-0.553619,2.116019
2165,-2.52346,-0.555417,2.11956
2166,-2.528211,-0.557177,2.122971
2167,-2.53305,-0.558994,2.126282
2168,-2.537852,-0.560757,2.129395
2169,-2.542656,-0.562513,2.132349
2170,-2.547434,-0.564265,2.135135
2171,-2.55219,-0.566002,2.137746
2172,-2.556937,-0.567688,2.140194
2173,-2.561661,-0.569336,2.142488
2174,-2.566375,-0.570978,2.144608
2175,-2.571085,-0.57262,2.146552
2176,-2.575799,-0.574213,2.148317
2177,-2.58052,-0.575797,2.149899
2178,-2.585253,-0.57734,2.151307
2179,-2.589995,-0.578873,2.152543
2180,-2.594777,-0.580387,2.153618
2181,-2.599594,-0.581861,2.154545
2182,-2.604403,-0.58332,2.155297
2183,-2.609223,-0.584755,2.155876
2184,-2.614053,-0.586158,2.156288
2185,-2.618866,-0.587533,2.156527
2186,-2.623644,-0.588898,2.156594
2187,-2.628403,-0.590264,2.156477
2188,-2.633143,-0.591599,2.15615
2189,-2.63788,-0.592906,2.155636
2190,-2.642618,-0.594197,2.154962
2191,-2.647416,-0.595534,2.15416
2192,-2.652178,-0.596788,2.153171
2193,-2.656954,-0.598057,2.152024
2194,-2.661746,-0.599352,2.150693
2195,-2.666558,-0.600688,2.149176
2196,-2.671387,-0.602037,2.147471
2197,-2.676248,-0.603421,2.145606
2198,-2.681139,-0.604814,2.143585
2199,-2.686081,-0.60622,2.141439
2200,-2.691063,-0.607623,2.13915
2201,-2.696069,-0.609048,2.136709
2202,-2.701084,-0.610492,2.134133
2203,-2.706132,-0.611924,2.131455
2204,-2.711206,-0.613289,2.128691
2205,-2.716291,-0.614601,2.125853
2206,-2.721365,-0.615868,2.122934
2207,-2.726428,-0.617095,2.119934
2208,-2.731475,-0.618292,2.116857
2209,-2.73652,-0.619435,2.113714
2210,-2.74159,-0.620502,2.110494
2211,-2.746679,-0.621499,2.107169
2212,-2.751766,-0.622419,2.103723
2213,-2.756851,-0.623293,2.10017
2214,-2.761937,-0.624123,2.096513
2215,-2.767056,-0.624982,2.092759
2216,-2.772131,-0.625746,2.088874
2217,-2.777196,-0.62645,2.084907
2218,-2.782245,-0.627091,2.080896
2219,-2.787278,-0.627669,2.076861
2220,-2.792287,-0.628203,2.072823
2221,-2.795158,-0.628066,2.068786
2222,-2.800045,-0.628425,2.064732
2223,-2.804906,-0.628769,2.035677
2224,-2.809749,-0.629075,2.030345
2225,-2.814601,-0.629326,2.025018
2226,-2.819481,-0.629501,2.019648
2227,-2.82438,-0.629553,2.014223
2228,-2.829295,-0.629448,2.008751
2229,-2.834179,-0.629211,2.003226
2230,-2.839046,-0.628842,1.997689
2231,-2.843858,-0.628295,1.99213
2232,-2.848564,-0.627645,1.9866
2233,-2.853152,-0.626888,1.974704
2234,-2.857658,-0.626027,1.967728
2235,-2.862102,-0.625047,1.96205
2236,-2.866466,-0.623941,1.956951
2237,-2.870738,-0.62269,1.952203
2238,-2.874959,-0.621359,1.947711
2239,-2.879182,-0.61997,1.943349
2240,-2.883857,-0.617285,1.939915
2241,-2.888104,-0.61481,1.935568
2242,-2.892321,-0.61162,1.929858
2243,-2.895468,-0.607104,1.927309
2244,-2.899301,-0.603117,1.923733
2245,-2.902708,-0.598866,1.920357
2246,-2.906069,-0.594412,1.917225
2247,-2.909226,-0.59,1.914318
2248,-2.912286,-0.585545,1.911511
2249,-2.915175,-0.581077,1.908736
2250,-2.918061,-0.576536,1.905977
2251,-2.921073,-0.571865,1.903271
2252,-2.924227,-0.567196,1.900678
2253,-2.927621,-0.562451,1.898186
2254,-2.931328,-0.557588,1.895741
2255,-2.935379,-0.552662,1.893279
2256,-2.939421,-0.547659,1.890809
2257,-2.943568,-0.542686,1.888364
2258,-2.947867,-0.537795,1.886057
